,Unnamed: 0,Date,Title,Description,score1
154,154,"April 14, 2020, Tuesday","RBI wants banks to take call on package, moratorium extension for NBFCs","The approach, according to people familiar with the RBI, is that the regulator can only enable the banks to take such commercial ...",neutral
155,155,"April 14, 2020, Tuesday",Indian banks issue gag orders to employees over overcrowding: Reports,"Some branch staff have complained on social media of the difficulty in imposing social distancing in such conditions, earning a ...",neutral
156,156,"April 14, 2020, Tuesday",Low consumption deepens SBI Cards' woes as Covid-19 lockdown gets extended,Worsening business conditions and sell-off by anchor investors have taken the stock southward,positive
157,157,"April 14, 2020, Tuesday",Private lenders may lose deposits to PSBs due to YES Bank bailout: Report,"Moody's said the Yes Bank episode places the country's financial system on ""alert"" and the rescue in itself ""exposes weaknesses ...",negative
158,158,"April 14, 2020, Tuesday",Covid-19 impact: Moody's takes rating action on three Indian NBFCs,Muthoot Finance's Ba2 CFR is affirmed and its outlook changed to negative from stable.,neutral
159,159,"April 13, 2020, Monday",NBFC association to RBI: One-time loan restructuring need of the hour,FIDC has asked the central bank to extend the facility to all customer loans,neutral
160,160,"April 13, 2020, Monday",ADB triples financial aid for members to $20 billion to fight virus,The Asian Development Bank said it has also approved measures to streamline its operations for quicker and more flexible delivery ...,positive
161,161,"April 13, 2020, Monday",Deposits from microbanking customers continue to be strong: Bandhan Bank,"The company's collection efficiency pan-India for the period from January 1, 2020 till March 21, 2020 stands at 98.7 per cent",positive
162,162,"April 13, 2020, Monday","Max Life Insurance, YES Bank extend bancassurance partnership for 5 years",Max Life Insurance is a joint venture between Max Financial Services Ltd and Mitsui Sumitomo Insurance,neutral
163,163,"April 13, 2020, Monday",Bandhan Bank's FY20 deposits rise 32%; 60% jump in loans and advances,"Loans and advances jumped by 60 per cent to Rs 71,825 crore during 2019-20, from Rs 44,776 crore the year before.",positive
164,164,"April 12, 2020, Sunday",China central bank hikes stake in HDFC amid a sharp correction in shares,Sources say PBoC may have increased its stake by 0.2 percentage points in March,negative
165,165,"April 12, 2020, Sunday",RBI to tighten private banks' succession planning with stricter timeline,Ironclad succession process could weigh on extensions for current heads,positive
166,166,"April 12, 2020, Sunday","Post merger, PNB gets Irdai nod to retain stake in two life insurance cos",PNB also has a tie up with Life Insurance Corporation of India (LIC) for selling its products through the bank's branches,neutral
167,167,"April 11, 2020, Saturday",RBI should start buying corporate bonds to provide liquidity: Deepak Parekh,"According to him, interest rates will go down further, but banks must pass them on to companies.",neutral
168,168,"April 11, 2020, Saturday",Covid-19 woes: NBFC sector staring at another bout of liquidity challenge,Most banks are yet to decide on giving moratorium to shadow lenders,negative
169,169,"April 11, 2020, Saturday",Plea in SC challenging RBI circular on 3-month moratorium on loan repayment,It had said that repayment schedule for such loans as also the residual tenor would be shifted across the board by three months ...,negative
170,170,"April 11, 2020, Saturday",As many as 10 mn borrowers can't benefit from moratorium. Here's why,These investors are yet to approve the moratorium on underlying loans and reschedule most PTC repayments,neutral
171,171,"April 11, 2020, Saturday",NBFCs have to repay debt worth Rs 1.75 trillion by June 2020: CRISIL,Many finance companies are already facing a liquidity challenge after the IL&FS debacle.,neutral
172,172,"April 11, 2020, Saturday",Coronavirus outbreak: Bank credit growth falls sharply to 6.1% in FY20,"Deposit accretion activity also moderated in FY20 to 7.9 per cent from 10 per cent in FY19, according to Reserve Bank of India ...",negative
173,173,"April 11, 2020, Saturday",Public sector banks overtake private banks in fresh loan sanctions,"Private sector lenders have been leading on this front for some time, mostly leveraging on retail credit.",neutral
174,174,"April 10, 2020, Friday",Bank credit growth slumps to 5-decade low of 6.14% in FY20 over low demand,"Bank advances growth in FY20 was the slowest since the fiscal ended March 1962, when loans had grown by 5.38 per cent",negative
175,175,"April 10, 2020, Friday",NBFCs to face liquidity crunch on lack of clarity on RBI moratorium: Crisil,RBI had announced a relief package which included a three-month moratorium on payment of all term loans outstanding as on March ...,negative
176,176,"April 10, 2020, Friday","Coronavirus impact: Credit growth likely to remain modest, says RBI",MPC report says better transmission of rates would remain priority,negative
177,177,"April 09, 2020, Thursday",Bank of Baroda trims MCLRs by 0.15% across tenors; cuts term deposit rates,"Among other tenors, the MCLRs from overnight to six month loans have been cut by 0.15 per cent each in the range of 7.40-7.85 per ...",neutral
178,178,"April 09, 2020, Thursday",Covid-19: Retail lending may not remain steady source of business for banks,Banks and finance companies may do more lending business in the retail segment on the digital platform,negative
179,179,"April 09, 2020, Thursday",Irdai rejects general insurers' call for blanket easing of solvency margins,"However, it said specific cases would be considered on merit",neutral
180,180,"April 09, 2020, Thursday",'Covid-19 hangs over future like spectre': RBI in Monetary Policy Report,"While efforts are being mounted on a war footing to arrest its spread, Covid-19 would impact economic activity in India directly ...",neutral
181,181,"April 08, 2020, Wednesday","RBI to examine buyback of outstanding amount of Rs 84,574 cr in AT-1 bonds",Could disallow retail investments directly and through MFs in the instrument,neutral
182,182,"April 08, 2020, Wednesday",Irdai grants exemptions to merged banks on corporate agency matters,Irdai has said the acquiring bank can retain the existing certificate of registration (COR) to act as a corporate agent and ...,neutral
183,183,"April 08, 2020, Wednesday","IDBI Bank plans to raise Rs 7,500 cr via rupee bond in current fiscal","The Board of Directors, at its meeting held on Wednesday, April 8, 2020, has approved the rupee bond borrowing limit of Rs 7,500 ...",neutral
184,184,"April 08, 2020, Wednesday","Cash-strapped DHFL not to make any payment to lenders, bondholders",The Corporate Insolvency Resolution Process (CIRP) was initiated against the debt-ridden company as per the provisions of the ...,neutral
185,185,"April 07, 2020, Tuesday",NBFC-MFIs seek clarity from RBI on 3-month moratorium on loans,"RBI seeks data on drawdowns, bank loans, exposure to NCDs and CPs",neutral
186,186,"April 07, 2020, Tuesday","SBI reduces MCLR by 35 bps, cuts savings rate by 25 bps on all deposits",SBI rate cut: The savings rate has been reduced to 2.75 per cent from 3 per cent,neutral
187,187,"April 07, 2020, Tuesday",Rush hour and tougher questions ahead for both Mint Road and banks,"Piecemeal regulatory forbearance will not go far and tougher questions will be asked of both Mint Road and banks, reports Raghu ...",neutral
188,188,"April 07, 2020, Tuesday","Coronavirus crisis to hit Indian, Chinese, Indonesian banks hard, says S&P","The credit cost, amounts set aside for bad and stressed loans, for the Indian banking system will rise to 2.8 per cent in ...",neutral
189,189,"April 06, 2020, Monday",Kotak Mahindra Bank deposits grow 20% YoY to Rs 2.59 trillion in Q4,"On a sequential basis, the deposit base has grown 12 per cent over December 2019",positive
190,190,"April 06, 2020, Monday",Covid-19 impact: Confusion over moratorium norms hit smaller MFIs hard,Many are worried about not being able to meet their loan obligations this month; several either have started defaulting or are ...,negative
191,191,"April 06, 2020, Monday","Covid-19: Amid economic slump, banks' credit costs, NPAs to rise in 2020",The report noted that an additional USD 300 billion spike in lenders' credit costs and a USD 600 billion increase in (NPAs) will ...,negative
192,192,"April 05, 2020, Sunday",Covid-19 relief: Staggered 180-day bad-loan breather on cards for banks,"RBI may allow relaxation in delinquency period, go easy on additional collateral requirements",positive
193,193,"April 05, 2020, Sunday","PNB looks to tap market in Q3FY21; may raise capital via FPO, rights issue","The government provided Rs 16,091 crore to PNB and Rs 1,666 crore to United Bank of India in September for enhancing the capital ...",neutral
194,194,"April 04, 2020, Saturday",HDFC Bank's advances rise 21% in March quarter; deposits go up 24%,The deposit base of the private sector lender stood at Rs 11.46 trillion in Q4FY20 compared to Rs 9.23 trillion in the same ...,positive
195,195,"April 03, 2020, Friday",Moody's puts IndusInd Bank's issuer ratings on review for downgrade,Moody's revises outlook for ICICI Bank and Axis Bank to negative,neutral
196,196,"April 03, 2020, Friday","RBI shortens forex, money market trading hours amid coronavirus lockdown","Apex bank announces change in market timing, trading hours to function from 10 am to 2 pm",neutral
197,197,"April 03, 2020, Friday",SBI warns employees of action over social media posts against bank,"The move has met with criticism by a large section of SBI employees, who called it an attempt to muzzle free speech and ...",neutral
198,198,"April 03, 2020, Friday",Covid-19 relief: Citi Bank releases FAQ on deferred EMIs and its impact,RBI had ordered a moratorium of three months on EMIs,neutral
199,199,"April 02, 2020, Thursday",Coronavirus impact: Rating agencies see more pain for banks and NBFCs,'Spike in NPAs will be reflected over the next few quarters',negative
200,200,"April 02, 2020, Thursday",Why the three-month moratorium on your home loan EMI may not be a good idea,Many lenders also advised borrowers not to make use of the moratorium offer in case they were in a position to pay their ...,neutral
201,201,"April 02, 2020, Thursday","Covid19: Banks, NBFCs to see increase in stressed assets in FY21, says Icra","The spike in reported non-perfoming assets (NPAs) would be reflected over the next few quarters, rating agency Icra said",neutral
202,202,"April 02, 2020, Thursday",Covid-19 relief: HDFC Bank releases FAQ on deferred EMIs and its impact,"Here is an FAQ by HDFC Bank, explaining how the stipulation by RBI will impact its customers",neutral
203,203,"April 02, 2020, Thursday",Covid-19 relief: SBI relaxes payment timeline for one time settlement,The bank said it would not charge any interest on the amount for this extended period,neutral
