,Date,Title,score1
76,"March 09, 2020, Monday","YES Bank crisis: Axis Trustee moves HC against AT-1 bond cancellation.YES Bank fallout: Troubled borrowers may soon face a serious credit crunch.Housing finance has key role in making India $5 trn economy: Keki Mistry.Business not as usual: YES Bank changes way banks, Mint Road are looked at.FM Nirmala Sitharaman to review bank merger preparedness on Thursday.YES Bank fallout: CBI books Rana Kapoor's wife and three daughters.YES Bank crisis: Paying loan? Shift ECS mandate to a nationalised bank.Congress asks Modi to explain 'sinking banks', not divert attention.ED investigating big loans issued by Yes Bank, Kapoor's foreign assets.Yes Bank customers 'sensed trouble', withdrew Rs 18,110 cr in 2018.Hopeful of moratorium being lifted this week: Yes Bank administrator.Meet Prashant Kumar, SBI veteran asked to steer Yes Bank in rough seas.Yes Bank crisis: Working to restore all services soon, says Kumar.Yes Bank may resume normal operations by Friday, says Prashant Kumar.YES Bank insolvency may tighten credit markets, widen economic pain: S&P.YES Bank: Anmi urges RBI to consider exempting capital market transactions.YES Bank debt writedown to raise borrowing cost, hit sector capital-raising.Banking stocks slide to 13-month low amid fallout from YES Bank crisis.YES Bank scam: CBI carries out searches at 7 locations on bribery charges.YES Bank crisis: Rana Kapoor in ED custody, faces Rs 4K-cr kickback probe.Statsguru: How PSBs deal with integration in a challenging biz environment.YES Bank fallout: Axis Trustee Services seeks clarity on AT-1 bondholders.Merger of 10 PSBs into 4: Gains may not accrue soon for investors.Retail investors bought YES Bank shares as institutions exited en masse.YES Bank clients' Rs 1,500-crore SBI Cards IPO applications hang in balance",neutral
77,"March 08, 2020, Sunday","Allow Puri Jagannath Temple to withdraw Rs 545 cr from YES Bank: Odisha FM.Depositors' money safe in banks, concerns based on 'flawed' analysis: RBI.Indian banks well capitalised, no reason to worry: CEA Subramanian.Rana Kapoor, hard-driving executive who rarely said no to giving loans.YES Bank crisis: ED widens probe, searches homes of Rana Kapoor's daughters",neutral
78,"March 07, 2020, Saturday","Days after Yes Bank crisis, IndusInd Bank defers fund raising plans.Yes Bank rescue plan: SBI to own 245 cr shares worth Rs 2,450 cr.Yes Bank crisis: PayNearby says functioning 'without any disruption'.Hold RBI accountable, bring YES Bank under govt control, says AIBEA.ED expands YES Bank probe, searches homes of Rana Kapoor's three daughters.SBI says YES Bank survival crucial, can invest up to Rs 10,000 cr in it.Yes Bank customers rush to branches as panic withdrawals run ATMs dry.YES Bank crisis: ED widens probe; raids Rana Kapoor's residence.Have set Rs 10,000 cr as upper limit for investment in YES Bank: SBI chief.YES Bank crisis: Mutual fund industry stares at Rs 3,000-crore hole.YES Bank fallout: Additional tier-1 bondholders plan legal action.YES Bank crisis: ED searches founder, ex-CEO Rana Kapoor's Mumbai house.YES Bank crisis: Raising capital immediate priority, says Prashant Kumar.HDFC Bank in talks with Goldman Sachs Group's Harit Talwar for CEO role.Promoters of IndusInd Bank to hike stake by buying extra shares from market.Foreign exchange reserves a cushion for India against virus impact: RBI guv",neutral
79,"March 06, 2020, Friday","RBI's moratorium on Yes Bank disrupts digital payments, PhonePe hit hardest.YES Bank crisis: ED raids founder Rana Kapoor's residence in Mumbai.'Most of us don't know what happened': Yes Bank customers flock branches.Crisis at YES Bank highlights governance risk in banking sector: Fitch.YES Bank crisis: AMCs stare at Rs 3,345 cr exposure to equity, bonds.YES Bank 'won't fall off the cliff', SBI to rescue it with 49% stake.This Gujarat co withdrew Rs 265 cr, hours before RBI moratorium on Yes Bank.SBI to buy 49% stake in Yes Bank under rescue plan; FM assures depositors.FM on Chidambaram's YES jibe: Self-appointed doctors created more problems.Paytm Payments Bank restricts transactions into Yes Bank accounts.Working to revive Yes Bank well before moratorium ends: RBI-appointed admin.RBI to look into what went wrong at Yes Bank, fix responsibilities: FM.Exim Bank's LoC scheme to see fresh commitments worth $20 billion by 2025.Distress calls, long queues at branches of Yes Bank post withdrawal limit.RBI draft plan: SBI to invest in reconstructed YES Bank up to 49%.Yes Bank crisis HIGHLIGHTS: ED raids Rana Kapoor's Mumbai residence.Nippon India Mutual Fund marks down its investment in Yes Bank to zero.YES Bank stock crash: Retail investors have taken a Rs 3,300-crore hit.RBI to come up with a reconstruction plan for YES Bank soon: Sources.YES Bank crisis: FM assures depositors as RBI promises quick resolution.Newsmaker: Ravneet Gill and the big bet on the wrong bank.Want to assure YES Bank depositors that their money is safe: FM Sitharaman.After Yes Bank crisis, Maharashtra govt shuns private sector banks.MFs urge investors to de-link YES Bank account and scout for alternatives.Former SBI CFO Prashant Kumar takes charge as YES Bank administrator.YES Bank resolution will be swift, 30 days is an outer limit: RBI governor.NSE puts restrictions on YES Bank shares, no bank guarantees to be accepted.PhonePe, other digital partners bear the brunt of YES Bank crisis.YES Bank customers shocked over moratorium; ATMs, branches run our of cash.Moratorium on YES Bank is credit negative, highlights uncertainty: Moody's.Private lenders faced tough times due to poor corporate governance, NPAs.All may not be lost for YES Bank but insiders say its recovery to be slow.Customers rush to ATMs in Mumbai after RBI caps Yes Bank withdrawal limit.One rupee: The value that foreign brokerages attach to the YES Bank stock.SBI board approves exploring 'investment opportunity' in YES Bank.RBI supersedes board of troubled YES Bank, sets Rs 50,000 withdrawal limit.SBI board gives 'in-principle' approval for investment in YES Bank",neutral
80,"March 05, 2020, Thursday","Yes Bank depositors rush to ATMs but most unable to withdraw cash.Fast growth to quick fall: The story of Yes Bank's changing fortunes.SBI Cards IPO subscribed 26 times despite tough market conditions.Public sector banks announce share-swap ratios ahead of April 1 merger.PSB merger: Indian Bank announces equity exchange ratio with Allahabad Bank.Here's the full text of RBI's statement on Yes Bank moratorium.Withdrawal limit to 'govt bailout': 10 points about Yes Bank's troubles.Govt puts Yes Bank under moratorium; withdrawals limited to Rs 50,000.Access to funding improves for NBFCs but not yet at pre-IL&FS level.Yes Bank put under moratorium, withdrawals capped at Rs 50,000.RBI imposes moratorium on Yes Bank, caps withdrawals at Rs 50,000.Taxpayers will be 'big casualty' if govt bails out Yes Bank: Macquarie.RBI Deputy Governor Vishwanathan to quit by Mar 31 over health issues.Non-bank lenders defying caution, growing riskier unsecured loans: Report.HSBC files winding up plea in Singapore court against IL&FS subsidiary.Bombay HC dismisses Chanda Kochhar's writ petition against ICICI Bank.Bombay HC rejects Kochhar's plea against her termination from ICICI Bank.Govt approves plan for SBI-led consortium to buy stake in YES Bank: Reports.Merger of 10 banks into 4 to come into effect from Apr 1, says Sitharaman.HDFC cuts lending rate by 5 bps for salaried people, effective from March 9.Coronavirus: Irdai asks insurers to design products covering treatment cost",neutral
81,"March 04, 2020, Wednesday","HDFC Bank recasts panel to find Puri's successor; Mistry replaced by Karnad.Moody's downgrades BoB's baseline credit assessment on asset quality issues.YES Bank in talks with mutual funds for raising up to $500 million.FM Sitharaman introduces bill that aims to prevent a PMC Bank-like crisis.Digit Insurance comes up with cover amid deadly coronavirus spread.PNB Housing Finance to raise Rs 1,700 crore in equity through QIP",neutral
82,"March 03, 2020, Tuesday","Monitoring coronavirus impact on markets, ready to take action: RBI.Banks to lend Rs 1.85 trn to housing, auto, MSMEs in next 6 months.Maha Bank to raise up to Rs 600 cr via bonds on private placement basis.Why foreign lenders are rushing to invest in Indian retail banking space",neutral
83,"March 02, 2020, Monday","RBI nudges public sector banks to take steps to increase credit growth.Post merger, Allahabad and Indian Bank to have 10,000 branches in 2 years",positive
84,"March 01, 2020, Sunday",Bank credit growth dips to 8.5% in January from 13.5% year-ago: RBI data,negative
85,"February 29, 2020, Saturday",Unions defer 3-day strike as banks raise pay hike offer to 15% from 12.5%.Allahabad Bank lowers interest rate on external benchmark-linked products,neutral
86,"February 28, 2020, Friday","Analysts expect RBI to cut rates on growth concerns, coronavirus scare.SBI expects corporate credit offtake growth between 5 to 7% during Q4.SBI sees green shoots in roads, city gas distribution and renewable sectors",neutral
87,"February 27, 2020, Thursday","Sumant Kathpalia succeeds Romesh Sobti as IndusInd Bank MD & CEO.IBA, United Forum of Bank Unions to meet on Saturday to close wage pact.PFRDA chief mulls separate trust to manage private sector pension funds.Sebi amends the guidelines for intermediaries operating at GIFT City.India Post Payments Bank reaches milestone of 20 million customers.Axis Bank appoints Puneet Sharma as CFO, to take charge from March 6.IndusInd Bank CEO race gets interesting as Tata Capital's Sabharwal enters",neutral
88,"February 26, 2020, Wednesday","Merger of public sector banks on schedule, says Nirmala Sitharaman.BS Insurance Round Table 2020: Predatory pricing slammed, sandbox lauded.Loans for medium enterprises must be linked to external benchmarks: RBI.Merger of public sector banks on schedule, says Nirmala Sitharaman.Bandhan Bank to add 250 banking outlets by the end of this financial year.Hit by technical glitch for 12 hrs, RTGS, NEFT transactions restored at RBI.Gross credit offtake may see a 200-300 bps rise in FY21, says CRISIL.Simplex Projects case: Bank of Baroda moves SC against Calcutta HC's order",neutral
89,"February 25, 2020, Tuesday","Explained in 3 charts: Environment remains challenging for NBFCs, MSMEs.Time to review BR Act as pvt banks struggle for top independent directors.Bandhan Bank gets RBI relief on opening of branches, subject to conditions.RBI announces 2 LTROs for three-year tenors worth Rs 250 bn in March.Soon, you will be charged even for failed transactions at Axis Bank ATMs.Assam continues to be a pain point for MFIs as defaults remain high.Asian Development Bank lists masala bonds worth Rs 850 crore on India INX.HDFC Bank aims to become go-to bank for start-ups with grants, platforms",negative
90,"February 24, 2020, Monday","RBI receives Rs 1.23-trn bid for Rs 25,000-cr long-term repo operations.SBI stock basking in optimism; stakes too high to disappoint investors.Banks facing slow credit offtake, flow to realty needs to improve: RBI Guv.CRISIL downgrades PNB Housing Finance's deposits rating to 'AA+' from 'AAA'",negative
91,"February 23, 2020, Sunday","Time for Int'l community to build new tax regime embracing digitization: FM.Rs 22,000 cr investments made in Andhra Pradesh since June 2019: State govt.Mega bank consolidation: Meeting April 1 deadline appears challenging",neutral
92,"February 22, 2020, Saturday","SBI to hold mega e-auction for 1,000 stressed assets to recover dues.Efforts of banks under PCA framework being monitored: RBI Governor.Customers will no longer get Rs 2,000 currency notes at Indian Bank ATMs",neutral
93,"February 21, 2020, Friday","IDFC First Bank to raise up to Rs 2000 cr in tier-II debt capital via bonds.Ahead of IPO, SBI Cards sees fintechs, UPI as formidable competition.Larger balance sheet helps you give bigger loans: Indian Bank's Chunduru.RBI unveils 5-yr financial inclusion strategy: Here're key recommendations",neutral
94,"February 20, 2020, Thursday","IL&FS to seek lenders' approval for road asset sales through e-voting.Axis Bank in talks to acquire significant stake in Max Life Insurance.HDFC Bank SME loan book doubles to Rs 1.48 trillion by December 2019.RBI approves Sunil Gurbaxani's appointment as Dhanlaxmi Bank MD and CEO.Centre releases Rs 19950 cr GST compensation to states, total at Rs 1.2 trn.RBI monetary policy committee torn between growth concerns, inflation fears.Raising insurance coverage to 90% to help exporters cut cost: SBI chief.Axis Bank to explore possibility of strategic partnership with Max Life",neutral
95,"February 19, 2020, Wednesday","MPs' panel for dilution of default definition, but RBI flags concerns.Challenges galore for financial institutions amid liquidity crunch: Fitch.Kotak Mahindra Bank promoters get RBI nod to cap voting rights, pare stake.HSBC India profit crosses $1 bn in 2019, third-most profitable in Asia.PFC-REC merger stuck, Centre reaching out to PSUs to pick up stake",negative
96,"February 18, 2020, Tuesday","MFIs disbursed Rs 63,968 cr in Q3; banks lead with 40% market share.HSBC plans to slash 35,000 jobs after profits slid by a third last year.Double trouble: PMC Bank asked to deduct TDS on notional interest paid",neutral
97,"February 17, 2020, Monday",RBI's maiden long-term repo operation receives Rs 1.94-trillion bids.LIC's gross NPA ratio in debt portfolio rises to 7.5% in December.Calcutta HC asks RBI to take appropriate action against Bank of Baroda,neutral
98,"February 16, 2020, Sunday","Govt to pump Rs 1,300 cr in Exim Bank next fiscal to drive business growth.Finance Commission recommends Rs 19,309 cr devolution to Himachal for FY20",neutral
99,"February 15, 2020, Saturday",Lenders will suffer if any enterprise shuts down: SBI chief Rajnish Kumar.RBI Governor expects transmission of rate cuts to improve further,negative
100,"February 14, 2020, Friday","Banks' loans rise over 7% in two weeks to January 31: RBI report.IOB to focus on MSME, will increase lending to Rs 50,000 cr: Official.Common portal for health insurance claim settlements on the cards",neutral
